id,type,author,settings-instrumentType,settings-region,settings-universe,settings-delay,settings-decay,settings-neutralization,settings-truncation,settings-pasteurization,settings-unitHandling,settings-nanHandling,settings-maxTrade,settings-language,settings-visualization,settings-startDate,settings-endDate,regular-code,regular-description,regular-operatorCount,dateCreated,dateSubmitted,dateModified,name,favorite,hidden,color,category,tags-0,tags-1,tags-2,classifications-0-id,classifications-0-name,grade,stage,status,is-pnl,is-bookSize,is-longCount,is-shortCount,is-turnover,is-returns,is-drawdown,is-margin,is-sharpe,is-fitness,is-startDate,is-investabilityConstrained-pnl,is-investabilityConstrained-bookSize,is-investabilityConstrained-longCount,is-investabilityConstrained-shortCount,is-investabilityConstrained-turnover,is-investabilityConstrained-returns,is-investabilityConstrained-drawdown,is-investabilityConstrained-margin,is-investabilityConstrained-fitness,is-investabilityConstrained-sharpe,is-riskNeutralized-pnl,is-riskNeutralized-bookSize,is-riskNeutralized-longCount,is-riskNeutralized-shortCount,is-riskNeutralized-turnover,is-riskNeutralized-returns,is-riskNeutralized-drawdown,is-riskNeutralized-margin,is-riskNeutralized-fitness,is-riskNeutralized-sharpe,is-checks-0-name,is-checks-0-result,is-checks-0-limit,is-checks-0-value,is-checks-1-name,is-checks-1-result,is-checks-1-limit,is-checks-1-value,is-checks-2-name,is-checks-2-result,is-checks-2-limit,is-checks-2-value,is-checks-3-name,is-checks-3-result,is-checks-3-limit,is-checks-3-value,is-checks-4-name,is-checks-4-result,is-checks-4-limit,is-checks-4-value,is-checks-5-name,is-checks-5-result,is-checks-5-limit,is-checks-5-value,is-checks-6-name,is-checks-6-result,is-checks-6-date,is-checks-6-limit,is-checks-6-value,is-checks-7-name,is-checks-7-result,is-checks-7-limit,is-checks-7-value,is-checks-8-name,is-checks-8-result,is-checks-8-ratio,is-checks-8-limit,is-checks-8-value,is-checks-9-name,is-checks-9-result,is-checks-9-ratio,is-checks-9-limit,is-checks-9-value,is-checks-10-name,is-checks-10-result,is-checks-11-name,is-checks-11-result,is-checks-12-name,is-checks-12-result,is-checks-13-name,is-checks-13-result,is-checks-14-name,is-checks-14-result,is-checks-14-value,is-checks-14-limit,is-checks-15-name,is-checks-15-result,is-checks-15-competitions-0-id,is-checks-15-competitions-0-name,is-checks-16-result,is-checks-16-name,is-checks-16-effective,is-checks-16-multiplier,is-checks-16-pyramids-0-name,is-checks-16-pyramids-0-multiplier,is-checks-17-result,is-checks-17-name,is-checks-17-themes-0-id,is-checks-17-themes-0-multiplier,is-checks-17-themes-0-name,is-checks-17-themes-1-id,is-checks-17-themes-1-multiplier,is-checks-17-themes-1-name,is-checks-17-themes-2-id,is-checks-17-themes-2-multiplier,is-checks-17-themes-2-name,is-checks-17-themes-3-id,is-checks-17-themes-3-multiplier,is-checks-17-themes-3-name,is-checks-17-themes-4-id,is-checks-17-themes-4-multiplier,is-checks-17-themes-4-name,is-checks-17-themes-5-id,is-checks-17-themes-5-multiplier,is-checks-17-themes-5-name,os,train,test,prod,competitions,themes,pyramids,pyramidThemes,team,osmosisPoints,is-checks-16-competitions-0-id,is-checks-16-competitions-0-name,is-checks-17-effective,is-checks-17-multiplier,is-checks-17-pyramids-0-name,is-checks-17-pyramids-0-multiplier,is-checks-18-result,is-checks-18-name,is-checks-18-themes-0-id,is-checks-18-themes-0-multiplier,is-checks-18-themes-0-name,is-checks-18-themes-1-id,is-checks-18-themes-1-multiplier,is-checks-18-themes-1-name,is-checks-18-themes-2-id,is-checks-18-themes-2-multiplier,is-checks-18-themes-2-name,is-checks-18-themes-3-id,is-checks-18-themes-3-multiplier,is-checks-18-themes-3-name,is-checks-18-themes-4-id,is-checks-18-themes-4-multiplier,is-checks-18-themes-4-name,is-checks-18-themes-5-id,is-checks-18-themes-5-multiplier,is-checks-18-themes-5-name
xAw6LQap,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"subtract(operating_margin, ts_delta(divide(sga_expense, revenue),4))",,3,2026-02-02T07:18:42-05:00,,2026-02-02T07:18:43-05:00,,False,False,,,ace_tag,llm_test,confidence_0.53,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,18588285,20000000,1848,1275,0.038,0.1796,0.8596,0.009463,0.57,0.68,2014-01-01,11072031.0,20000000.0,1607.0,1519.0,0.0403,0.107,0.85,0.005316,0.36,0.39,3682216.0,20000000.0,1848.0,1275.0,0.038,0.0356,0.8471,0.001875,0.07,0.13,LOW_SHARPE,FAIL,1.58,0.57,LOW_FITNESS,FAIL,1.0,0.68,LOW_ASI_JPN_SHARPE,FAIL,1,0.28,LOW_INVESTABILITY_CONSTRAINED_SHARPE,FAIL,0.4,0.39,LOW_TURNOVER,PASS,0.01,0.038,HIGH_TURNOVER,PASS,0.7,0.038,CONCENTRATED_WEIGHT,FAIL,2014-02-20,0.1,0.408073,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.17,-0.04,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,PASS,0.9,0.51,0.75,LOW_ROBUST_UNIVERSE_RETURNS,PASS,0.9,0.1616,0.2133,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,1.23,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1JWpbRQ,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"divide(ts_backfill(goodwill,8), assets)",,2,2026-02-02T07:18:39-05:00,,2026-02-02T07:18:40-05:00,,False,False,,,ace_tag,llm_test,confidence_0.45,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-8784980,20000000,535,1633,0.0397,-0.0849,1.1312,-0.004273,-0.42,-0.35,2014-01-01,-5625052.0,20000000.0,592.0,1578.0,0.0404,-0.0544,0.929,-0.00269,-0.18,-0.27,-6747276.0,20000000.0,535.0,1633.0,0.0397,-0.0652,0.7884,-0.003282,-0.33,-0.46,LOW_SHARPE,FAIL,1.58,-0.42,LOW_FITNESS,FAIL,1.0,-0.35,LOW_ASI_JPN_SHARPE,FAIL,1,0.2,LOW_INVESTABILITY_CONSTRAINED_SHARPE,PASS,-0.29,-0.27,LOW_TURNOVER,PASS,0.01,0.0397,HIGH_TURNOVER,PASS,0.7,0.0397,CONCENTRATED_WEIGHT,FAIL,2021-07-14,0.1,0.491068,LOW_SUB_UNIVERSE_SHARPE,PASS,-0.12,-0.08,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,PASS,0.9,-0.38,-0.11,LOW_ROBUST_UNIVERSE_RETURNS,PASS,0.9,-0.0764,-0.0212,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.25,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1YV98LV6,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"divide(cashflow_op, capex)",,1,2026-02-02T07:18:43-05:00,,2026-02-02T07:18:44-05:00,,False,False,,,ace_tag,llm_test,confidence_0.63,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-6323050,20000000,1861,1398,0.0377,-0.0611,0.6388,-0.003244,-0.54,-0.38,2014-01-01,-2981667.0,20000000.0,1773.0,1488.0,0.0376,-0.0288,0.4178,-0.001533,-0.13,-0.28,-4035239.0,20000000.0,1861.0,1398.0,0.0377,-0.039,0.4513,-0.00207,-0.22,-0.39,LOW_SHARPE,FAIL,1.58,-0.54,LOW_FITNESS,FAIL,1.0,-0.38,LOW_ASI_JPN_SHARPE,FAIL,1,-0.24,LOW_INVESTABILITY_CONSTRAINED_SHARPE,PASS,-0.38,-0.28,LOW_TURNOVER,PASS,0.01,0.0377,HIGH_TURNOVER,PASS,0.7,0.0377,CONCENTRATED_WEIGHT,FAIL,2023-08-30,0.1,0.499437,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.16,-0.27,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,FAIL,0.9,-0.49,-0.54,LOW_ROBUST_UNIVERSE_RETURNS,FAIL,0.9,-0.055,-0.0596,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.23,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2rq0gRqx,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_ir(ts_delta(eps,4),12)",,2,2026-02-02T07:18:44-05:00,,2026-02-02T07:18:44-05:00,,False,False,,,ace_tag,llm_test,confidence_0.68,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,2068684,20000000,396,370,0.2471,0.02,0.0916,0.000162,0.43,0.12,2014-01-01,-210340.0,20000000.0,530.0,511.0,0.1683,-0.002,0.1351,-2.4e-05,-0.0,-0.04,1461689.0,20000000.0,396.0,370.0,0.2471,0.0141,0.0886,0.000114,0.08,0.33,LOW_SHARPE,FAIL,1.58,0.43,LOW_FITNESS,FAIL,1.0,0.12,LOW_ASI_JPN_SHARPE,FAIL,1,-0.57,LOW_INVESTABILITY_CONSTRAINED_SHARPE,FAIL,0.3,-0.04,LOW_TURNOVER,PASS,0.01,0.2471,HIGH_TURNOVER,PASS,0.7,0.2471,CONCENTRATED_WEIGHT,FAIL,2014-01-20,0.1,0.499982,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.13,-0.13,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,FAIL,0.9,0.39,0.29,LOW_ROBUST_UNIVERSE_RETURNS,FAIL,0.9,0.018,0.0136,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.02,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ak2YQGk1,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_delta(fnd23_fcos, 4)","ts_delta(subtract(fnd23_acta, liabilities_curr), 4) would be three fields; instead keep to two by using ts_delta(fnd23_fcos,4) (Changes in Working Capital field fnd23_fcos is available) — single chosen field to capture working-cap trends. Confidence: 0.55.",1,2026-02-02T05:54:11-05:00,,2026-02-02T05:54:15-05:00,,False,False,,,ace_tag,llm_test,confidence_0.56,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,17639179,20000000,815,701,0.7583,0.1707,0.3087,0.00045,0.92,0.44,2014-01-01,10669723.0,20000000.0,1635.0,1662.0,0.3198,0.1033,0.2533,0.000646,0.36,0.63,19049087.0,20000000.0,815.0,701.0,0.7583,0.1844,0.243,0.000486,0.54,1.09,LOW_SHARPE,FAIL,1.58,0.92,LOW_FITNESS,FAIL,1.0,0.44,LOW_ASI_JPN_SHARPE,FAIL,1,0.27,LOW_INVESTABILITY_CONSTRAINED_SHARPE,FAIL,0.64,0.63,LOW_TURNOVER,PASS,0.01,0.7583,HIGH_TURNOVER,FAIL,0.7,0.7583,CONCENTRATED_WEIGHT,FAIL,2016-01-07,0.1,0.500002,LOW_SUB_UNIVERSE_SHARPE,PASS,0.27,0.41,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,FAIL,0.9,0.83,0.74,LOW_ROBUST_UNIVERSE_RETURNS,FAIL,0.9,0.1536,0.1241,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.77,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPlWE15k,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"subtract(fnd23_mtps, ts_delta(fnd23_rtes,4))",,2,2026-02-02T07:22:11-05:00,,2026-02-02T07:22:12-05:00,,False,False,,,ace_tag,llm_test,confidence_0.49,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,19226255,20000000,1500,1697,0.0266,0.1858,0.5124,0.013974,0.63,0.77,2014-01-01,13606664.0,20000000.0,1451.0,1747.0,0.0258,0.1315,0.446,0.010186,0.51,0.5,10473407.0,20000000.0,1500.0,1697.0,0.0266,0.1012,0.7501,0.007612,0.34,0.38,LOW_SHARPE,FAIL,1.58,0.63,LOW_FITNESS,FAIL,1.0,0.77,LOW_ASI_JPN_SHARPE,FAIL,1,0.46,LOW_INVESTABILITY_CONSTRAINED_SHARPE,PASS,0.44,0.5,LOW_TURNOVER,PASS,0.01,0.0266,HIGH_TURNOVER,PASS,0.7,0.0266,CONCENTRATED_WEIGHT,FAIL,2023-06-12,0.1,0.424755,LOW_SUB_UNIVERSE_SHARPE,PASS,0.19,0.46,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,PASS,0.9,0.57,0.77,LOW_ROBUST_UNIVERSE_RETURNS,PASS,0.9,0.1672,0.2103,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.89,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRZ3OE0d,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"subtract(ts_delta(retained_earnings,4), ts_delta(fnd23_pamonper,4))",,3,2026-02-02T07:23:18-05:00,,2026-02-02T07:23:18-05:00,,False,False,,,ace_tag,llm_test,confidence_0.5,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,3566043,20000000,211,450,0.7436,0.0345,0.2982,9.3e-05,0.25,0.05,2014-01-01,-5666034.0,20000000.0,529.0,688.0,0.2901,-0.0548,0.7701,-0.000377,-0.17,-0.38,23545.0,20000000.0,211.0,450.0,0.7436,0.0002,0.4583,1e-06,0.0,0.0,LOW_SHARPE,FAIL,1.58,0.25,LOW_FITNESS,FAIL,1.0,0.05,LOW_ASI_JPN_SHARPE,FAIL,1,-0.2,LOW_INVESTABILITY_CONSTRAINED_SHARPE,FAIL,0.17,-0.38,LOW_TURNOVER,PASS,0.01,0.7436,HIGH_TURNOVER,FAIL,0.7,0.7436,CONCENTRATED_WEIGHT,FAIL,2017-01-04,0.1,0.500002,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.07,-0.21,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,PASS,0.9,0.23,0.4,LOW_ROBUST_UNIVERSE_RETURNS,PASS,0.9,0.0311,0.053,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.32,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rK63Opem,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"divide(operating_income, fnd23_ltem)","Divide operating_income by full-time employees (fnd23_ltem) to capture productivity. Two fields used, both with good coverage. Confidence: 0.58.",1,2026-02-02T04:33:46-05:00,,2026-02-02T05:36:04-05:00,,False,False,,,ace_tag,llm_test,confidence_0.57,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,2944281,20000000,558,2094,0.0214,0.0285,0.33,0.002663,0.22,0.11,2014-01-01,2675495.0,20000000.0,625.0,2032.0,0.0228,0.0259,0.3876,0.002269,0.09,0.2,115982.0,20000000.0,558.0,2094.0,0.0214,0.0011,0.2222,0.000105,0.0,0.01,LOW_SHARPE,FAIL,1.58,0.22,LOW_FITNESS,FAIL,1.0,0.11,LOW_ASI_JPN_SHARPE,FAIL,1,-0.04,LOW_INVESTABILITY_CONSTRAINED_SHARPE,PASS,0.15,0.2,LOW_TURNOVER,PASS,0.01,0.0214,HIGH_TURNOVER,PASS,0.7,0.0214,CONCENTRATED_WEIGHT,FAIL,2023-03-15,0.1,0.112758,LOW_SUB_UNIVERSE_SHARPE,PASS,0.06,0.12,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,FAIL,0.9,0.2,-0.18,LOW_ROBUST_UNIVERSE_RETURNS,FAIL,0.9,0.0257,-0.0243,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.08,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E507jvYr,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_zscore(ts_mean(sales,4),12)",,2,2026-02-02T07:22:10-05:00,,2026-02-02T07:22:10-05:00,,False,False,,,ace_tag,llm_test,confidence_0.61,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,5887760,20000000,289,267,0.4192,0.0569,0.119,0.000271,0.75,0.28,2014-01-01,-3641816.0,20000000.0,396.0,367.0,0.199,-0.0352,0.428,-0.000354,-0.19,-0.44,5877943.0,20000000.0,289.0,267.0,0.4192,0.0568,0.0858,0.000271,0.33,0.91,LOW_SHARPE,FAIL,1.58,0.75,LOW_FITNESS,FAIL,1.0,0.28,LOW_ASI_JPN_SHARPE,FAIL,1,0.63,LOW_INVESTABILITY_CONSTRAINED_SHARPE,FAIL,0.52,-0.44,LOW_TURNOVER,PASS,0.01,0.4192,HIGH_TURNOVER,PASS,0.7,0.4192,CONCENTRATED_WEIGHT,FAIL,2023-01-06,0.1,0.110125,LOW_SUB_UNIVERSE_SHARPE,PASS,0.22,0.38,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,PASS,0.9,0.68,0.86,LOW_ROBUST_UNIVERSE_RETURNS,PASS,0.9,0.0512,0.0682,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.72,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xAw6LlLb,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,quantile(operating_margin),,1,2026-02-02T07:24:07-05:00,,2026-02-02T07:24:08-05:00,,False,False,,,ace_tag,llm_test,confidence_0.6,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,4654270,20000000,1643,1547,0.02,0.045,0.1174,0.004504,0.92,0.55,2014-01-01,4390957.0,20000000.0,1639.0,1553.0,0.0201,0.0424,0.1193,0.004226,0.51,0.87,1486492.0,20000000.0,1643.0,1547.0,0.02,0.0144,0.0424,0.001439,0.27,0.79,LOW_SHARPE,FAIL,1.58,0.92,LOW_FITNESS,FAIL,1.0,0.55,LOW_ASI_JPN_SHARPE,FAIL,1,-0.1,LOW_INVESTABILITY_CONSTRAINED_SHARPE,PASS,0.64,0.87,LOW_TURNOVER,PASS,0.01,0.02,HIGH_TURNOVER,PASS,0.7,0.02,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,0.27,0.65,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,FAIL,0.9,0.83,0.58,LOW_ROBUST_UNIVERSE_RETURNS,FAIL,0.9,0.0405,0.0293,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,1.15,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
