id,type,author,settings-instrumentType,settings-region,settings-universe,settings-delay,settings-decay,settings-neutralization,settings-truncation,settings-pasteurization,settings-unitHandling,settings-nanHandling,settings-maxTrade,settings-language,settings-visualization,settings-startDate,settings-endDate,regular-code,regular-description,regular-operatorCount,dateCreated,dateSubmitted,dateModified,name,favorite,hidden,color,category,tags-0,tags-1,tags-2,classifications-0-id,classifications-0-name,grade,stage,status,is-pnl,is-bookSize,is-longCount,is-shortCount,is-turnover,is-returns,is-drawdown,is-margin,is-sharpe,is-fitness,is-startDate,is-investabilityConstrained-pnl,is-investabilityConstrained-bookSize,is-investabilityConstrained-longCount,is-investabilityConstrained-shortCount,is-investabilityConstrained-turnover,is-investabilityConstrained-returns,is-investabilityConstrained-drawdown,is-investabilityConstrained-margin,is-investabilityConstrained-fitness,is-investabilityConstrained-sharpe,is-riskNeutralized-pnl,is-riskNeutralized-bookSize,is-riskNeutralized-longCount,is-riskNeutralized-shortCount,is-riskNeutralized-turnover,is-riskNeutralized-returns,is-riskNeutralized-drawdown,is-riskNeutralized-margin,is-riskNeutralized-fitness,is-riskNeutralized-sharpe,is-checks-0-name,is-checks-0-result,is-checks-0-limit,is-checks-0-value,is-checks-1-name,is-checks-1-result,is-checks-1-limit,is-checks-1-value,is-checks-2-name,is-checks-2-result,is-checks-2-limit,is-checks-2-value,is-checks-3-name,is-checks-3-result,is-checks-3-limit,is-checks-3-value,is-checks-4-name,is-checks-4-result,is-checks-5-name,is-checks-5-result,is-checks-5-limit,is-checks-5-value,is-checks-6-name,is-checks-6-result,is-checks-7-name,is-checks-7-result,is-checks-8-name,is-checks-8-result,is-checks-9-name,is-checks-9-result,is-checks-10-name,is-checks-10-result,is-checks-10-value,is-checks-10-limit,is-checks-11-name,is-checks-11-result,is-checks-11-competitions-0-id,is-checks-11-competitions-0-name,is-checks-12-result,is-checks-12-name,is-checks-12-effective,is-checks-12-multiplier,is-checks-12-pyramids-0-name,is-checks-12-pyramids-0-multiplier,is-checks-13-result,is-checks-13-name,is-checks-13-themes-0-id,is-checks-13-themes-0-multiplier,is-checks-13-themes-0-name,is-checks-13-themes-1-id,is-checks-13-themes-1-multiplier,is-checks-13-themes-1-name,is-checks-13-themes-2-id,is-checks-13-themes-2-multiplier,is-checks-13-themes-2-name,is-checks-13-themes-3-id,is-checks-13-themes-3-multiplier,is-checks-13-themes-3-name,is-checks-13-themes-4-id,is-checks-13-themes-4-multiplier,is-checks-13-themes-4-name,is-checks-13-themes-5-id,is-checks-13-themes-5-multiplier,is-checks-13-themes-5-name,os,train,test,prod,competitions,themes,pyramids,pyramidThemes,team,osmosisPoints,is-checks-4-date,is-checks-4-limit,is-checks-4-value
le62bNMN,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"quantile(multiply(vec_avg(nws17_multiple_comp_d1_relevance), inverse(add(vec_avg(nws17_multiple_comp_d1_event_text), 1))))",,6,2026-02-05T14:29:56-05:00,,2026-02-05T14:29:57-05:00,,False,False,,,ace_tag,llm_test,confidence_0.48,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-312929,20000000,445,450,1.5241,-0.003,0.1198,-4e-06,-0.08,-0.0,2014-01-01,-1178176.0,20000000.0,777.0,712.0,0.3346,-0.0114,0.2055,-6.8e-05,-0.05,-0.28,132720.0,20000000.0,445.0,450.0,1.5241,0.0013,0.0871,2e-06,0.0,0.04,LOW_SHARPE,FAIL,1.58,-0.08,LOW_FITNESS,FAIL,1.0,-0.0,LOW_TURNOVER,PASS,0.01,1.5241,HIGH_TURNOVER,FAIL,0.7,1.5241,CONCENTRATED_WEIGHT,PASS,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.04,-0.08,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.47,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,,,
88krdY67,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"quantile(if_else(greater(ts_returns(vec_avg(nws17_multiple_comp_d1_relevance), 3), 0), vec_avg(nws17_comp_d1_ssc), 0))",,6,2026-02-05T14:29:11-05:00,,2026-02-05T14:29:12-05:00,,False,False,,,ace_tag,llm_test,confidence_0.7,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,487390,20000000,107,263,1.5655,0.0047,0.1341,6e-06,0.1,0.01,2014-01-01,31516.0,20000000.0,340.0,473.0,0.3108,0.0003,0.1688,2e-06,0.0,0.01,-1489982.0,20000000.0,107.0,263.0,1.5655,-0.0144,0.2125,-1.8e-05,-0.03,-0.34,LOW_SHARPE,FAIL,1.58,0.1,LOW_FITNESS,FAIL,1.0,0.01,LOW_TURNOVER,PASS,0.01,1.5655,HIGH_TURNOVER,FAIL,0.7,1.5655,CONCENTRATED_WEIGHT,FAIL,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.05,-0.02,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.7,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,2019-12-30,0.1,0.5
A1JbMpOE,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_count_nans(vec_avg(nws17_multiple_comp_d1_relevance), 30)",,2,2026-02-05T14:31:11-05:00,,2026-02-05T14:31:11-05:00,,False,False,,,ace_tag,llm_test,confidence_0.44,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-1009785,20000000,1696,1117,0.0468,-0.0098,0.2273,-0.000418,-0.2,-0.06,2014-01-01,-1133459.0,20000000.0,1722.0,1098.0,0.0324,-0.011,0.2264,-0.000679,-0.07,-0.22,39858.0,20000000.0,1696.0,1117.0,0.0468,0.0004,0.0397,1.6e-05,0.0,0.03,LOW_SHARPE,FAIL,1.58,-0.2,LOW_FITNESS,FAIL,1.0,-0.06,LOW_TURNOVER,PASS,0.01,0.0468,HIGH_TURNOVER,PASS,0.7,0.0468,CONCENTRATED_WEIGHT,PASS,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.1,-0.31,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-1.56,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,,,
2rqRb3q6,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"quantile(multiply(vec_avg(nws17_multiple_comp_d1_event_text), ts_zscore(vec_avg(nws17_multiple_comp_d1_relevance), 7)))",,5,2026-02-05T14:31:50-05:00,,2026-02-05T14:31:51-05:00,,False,False,,,ace_tag,llm_test,confidence_0.55,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-1053505,20000000,394,393,1.5874,-0.0102,0.2018,-1.3e-05,-0.3,-0.02,2014-01-01,-1191255.0,20000000.0,593.0,606.0,0.4029,-0.0115,0.1743,-5.7e-05,-0.05,-0.31,-1295132.0,20000000.0,394.0,393.0,1.5874,-0.0125,0.1779,-1.6e-05,-0.04,-0.42,LOW_SHARPE,FAIL,1.58,-0.3,LOW_FITNESS,FAIL,1.0,-0.02,LOW_TURNOVER,PASS,0.01,1.5874,HIGH_TURNOVER,FAIL,0.7,1.5874,CONCENTRATED_WEIGHT,PASS,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.16,-0.32,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.55,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,,,
gJqKElov,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_max_diff(vec_avg(nws17_comp_d1_ssc), 14)",,2,2026-02-05T14:31:10-05:00,,2026-02-05T14:31:11-05:00,,False,False,,,ace_tag,llm_test,confidence_0.53,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,618473,20000000,318,210,1.3864,0.006,0.1132,9e-06,0.14,0.01,2014-01-01,-1905303.0,20000000.0,566.0,500.0,0.2307,-0.0185,0.2996,-0.00016,-0.1,-0.37,856074.0,20000000.0,318.0,210.0,1.3864,0.0083,0.0817,1.2e-05,0.02,0.22,LOW_SHARPE,FAIL,1.58,0.14,LOW_FITNESS,FAIL,1.0,0.01,LOW_TURNOVER,PASS,0.01,1.3864,HIGH_TURNOVER,FAIL,0.7,1.3864,CONCENTRATED_WEIGHT,PASS,LOW_SUB_UNIVERSE_SHARPE,PASS,0.07,0.13,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.05,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,,,
E50bX9XK,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"quantile(multiply(winsorize(vec_avg(nws17_multiple_comp_d1_relevance), std=4), quantile(vec_avg(nws17_comp_d1_ssc))))",,6,2026-02-05T14:31:48-05:00,,2026-02-05T14:31:48-05:00,,False,False,,,ace_tag,llm_test,confidence_0.66,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-480539,20000000,262,269,1.5646,-0.0047,0.173,-6e-06,-0.11,-0.01,2014-01-01,710831.0,20000000.0,531.0,526.0,0.2465,0.0069,0.0985,5.6e-05,0.02,0.14,-1698460.0,20000000.0,262.0,269.0,1.5646,-0.0165,0.2294,-2.1e-05,-0.05,-0.46,LOW_SHARPE,FAIL,1.58,-0.11,LOW_FITNESS,FAIL,1.0,-0.01,LOW_TURNOVER,PASS,0.01,1.5646,HIGH_TURNOVER,FAIL,0.7,1.5646,CONCENTRATED_WEIGHT,PASS,LOW_SUB_UNIVERSE_SHARPE,PASS,-0.06,0.07,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.95,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,,,
9qPKLNxq,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"last_diff_value(vec_avg(nws17_multiple_comp_d1_event_text), 7)",,2,2026-02-05T14:31:58-05:00,,2026-02-05T14:31:59-05:00,,False,False,,,ace_tag,llm_test,confidence_0.48,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-1365739,20000000,2078,571,0.0535,-0.0132,0.2142,-0.000495,-0.23,-0.07,2014-01-01,-996936.0,20000000.0,2041.0,610.0,0.0338,-0.0097,0.202,-0.000572,-0.05,-0.17,-1777208.0,20000000.0,2078.0,571.0,0.0535,-0.0172,0.2027,-0.000644,-0.26,-0.7,LOW_SHARPE,FAIL,1.58,-0.23,LOW_FITNESS,FAIL,1.0,-0.07,LOW_TURNOVER,PASS,0.01,0.0535,HIGH_TURNOVER,PASS,0.7,0.0535,CONCENTRATED_WEIGHT,PASS,LOW_SUB_UNIVERSE_SHARPE,PASS,-0.12,0.02,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.56,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,,,
wpw1M0Qv,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"quantile(multiply(reverse(ts_zscore(vec_avg(nws17_multiple_comp_d1_relevance), 5)), vec_avg(nws17_multiple_comp_d1_event_text)))",,6,2026-02-05T14:31:59-05:00,,2026-02-05T14:31:59-05:00,,False,False,,,ace_tag,llm_test,confidence_0.52,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,436365,20000000,370,372,1.5971,0.0042,0.0737,5e-06,0.12,0.01,2014-01-01,645196.0,20000000.0,569.0,550.0,0.4086,0.0063,0.1055,3.1e-05,0.02,0.17,1134036.0,20000000.0,370.0,372.0,1.5971,0.011,0.0569,1.4e-05,0.03,0.37,LOW_SHARPE,FAIL,1.58,0.12,LOW_FITNESS,FAIL,1.0,0.01,LOW_TURNOVER,PASS,0.01,1.5971,HIGH_TURNOVER,FAIL,0.7,1.5971,CONCENTRATED_WEIGHT,PASS,LOW_SUB_UNIVERSE_SHARPE,PASS,0.06,0.23,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.55,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,,,
2rqRdMNb,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_product(vec_avg(nws17_comp_d1_ssc), 5)",,2,2026-02-05T14:33:17-05:00,,2026-02-05T14:33:17-05:00,,False,False,,,ace_tag,llm_test,confidence_0.6,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-6071262,20000000,269,768,1.1066,-0.0588,0.8338,-0.000106,-0.35,-0.08,2014-01-01,2418867.0,20000000.0,568.0,878.0,0.1729,0.0234,0.4501,0.000271,0.07,0.19,-2343530.0,20000000.0,269.0,768.0,1.1066,-0.0227,0.5815,-4.1e-05,-0.02,-0.15,LOW_SHARPE,FAIL,1.58,-0.35,LOW_FITNESS,FAIL,1.0,-0.08,LOW_TURNOVER,PASS,0.01,1.1066,HIGH_TURNOVER,FAIL,0.7,1.1066,CONCENTRATED_WEIGHT,FAIL,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.18,-0.41,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.24,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,2014-02-06,0.1,0.5
9qPK1vzr,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_scale(vec_avg(nws17_multiple_comp_d1_relevance),14)","Used relevance vec_avg with ts_scale(...,14) to normalize time-series range. SUGGESTION2 applied. KEEP_IN_MIND single field. Rationale: places names on comparable footing over 14 days. confidence: 0.63",2,2026-02-05T14:04:37-05:00,,2026-02-05T14:04:40-05:00,,False,False,,,ace_tag,llm_test,confidence_0.59,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-924971,20000000,375,478,1.4969,-0.009,0.1376,-1.2e-05,-0.27,-0.02,2014-01-01,-489393.0,20000000.0,697.0,675.0,0.3503,-0.0047,0.1439,-2.7e-05,-0.02,-0.14,-493205.0,20000000.0,375.0,478.0,1.4969,-0.0048,0.1069,-6e-06,-0.01,-0.17,LOW_SHARPE,FAIL,1.58,-0.27,LOW_FITNESS,FAIL,1.0,-0.02,LOW_TURNOVER,PASS,0.01,1.4969,HIGH_TURNOVER,FAIL,0.7,1.4969,CONCENTRATED_WEIGHT,PASS,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.14,-0.16,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.64,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,,,
omwvOpPk,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"quantile(multiply(vec_avg(nws17_multiple_comp_d1_event_text), inverse(add(vec_avg(nws17_multiple_comp_d1_relevance), 1))))",,6,2026-02-05T14:33:43-05:00,,2026-02-05T14:33:43-05:00,,False,False,,,ace_tag,llm_test,confidence_0.46,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,331986,20000000,450,446,1.5248,0.0032,0.0806,4e-06,0.09,0.0,2014-01-01,1205947.0,20000000.0,709.0,780.0,0.3354,0.0117,0.0783,7e-05,0.05,0.29,-108515.0,20000000.0,450.0,446.0,1.5248,-0.0011,0.0969,-1e-06,-0.0,-0.04,LOW_SHARPE,FAIL,1.58,0.09,LOW_FITNESS,FAIL,1.0,0.0,LOW_TURNOVER,PASS,0.01,1.5248,HIGH_TURNOVER,FAIL,0.7,1.5248,CONCENTRATED_WEIGHT,PASS,LOW_SUB_UNIVERSE_SHARPE,PASS,0.05,0.09,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.47,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,,,
A1JbK9Gl,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"quantile(multiply(hump(vec_avg(nws17_comp_d1_ssc), hump=0.01), divide(vec_avg(nws17_multiple_comp_d1_relevance), 100)))",,6,2026-02-05T14:33:17-05:00,,2026-02-05T14:33:18-05:00,,False,False,,,ace_tag,llm_test,confidence_0.65,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,611405,20000000,253,275,1.2747,0.0059,0.0859,9e-06,0.15,0.01,2014-01-01,1383328.0,20000000.0,488.0,571.0,0.2116,0.0134,0.068,0.000127,0.08,0.3,-92542.0,20000000.0,253.0,275.0,1.2747,-0.0009,0.0752,-1e-06,-0.0,-0.03,LOW_SHARPE,FAIL,1.58,0.15,LOW_FITNESS,FAIL,1.0,0.01,LOW_TURNOVER,PASS,0.01,1.2747,HIGH_TURNOVER,FAIL,0.7,1.2747,CONCENTRATED_WEIGHT,PASS,LOW_SUB_UNIVERSE_SHARPE,PASS,0.08,0.37,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.16,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,,,
E50bJ1pP,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"quantile(multiply(ts_std_dev(vec_avg(nws17_comp_d1_ssc), 14), vec_avg(nws17_multiple_comp_d1_relevance)))",,5,2026-02-05T14:33:19-05:00,,2026-02-05T14:33:19-05:00,,False,False,,,ace_tag,llm_test,confidence_0.6,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-1966648,20000000,251,254,1.5167,-0.0191,0.2587,-2.5e-05,-0.46,-0.05,2014-01-01,-15534.0,20000000.0,541.0,436.0,0.238,-0.0002,0.1851,-1e-06,-0.0,-0.0,-1538876.0,20000000.0,251.0,254.0,1.5167,-0.0149,0.2097,-2e-05,-0.04,-0.43,LOW_SHARPE,FAIL,1.58,-0.46,LOW_FITNESS,FAIL,1.0,-0.05,LOW_TURNOVER,PASS,0.01,1.5167,HIGH_TURNOVER,FAIL,0.7,1.5167,CONCENTRATED_WEIGHT,PASS,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.24,-0.28,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.23,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,,,
