id,type,author,settings-instrumentType,settings-region,settings-universe,settings-delay,settings-decay,settings-neutralization,settings-truncation,settings-pasteurization,settings-unitHandling,settings-nanHandling,settings-maxTrade,settings-language,settings-visualization,settings-startDate,settings-endDate,regular-code,regular-description,regular-operatorCount,dateCreated,dateSubmitted,dateModified,name,favorite,hidden,color,category,tags-0,tags-1,tags-2,classifications-0-id,classifications-0-name,grade,stage,status,is-pnl,is-bookSize,is-longCount,is-shortCount,is-turnover,is-returns,is-drawdown,is-margin,is-sharpe,is-fitness,is-startDate,is-investabilityConstrained-pnl,is-investabilityConstrained-bookSize,is-investabilityConstrained-longCount,is-investabilityConstrained-shortCount,is-investabilityConstrained-turnover,is-investabilityConstrained-returns,is-investabilityConstrained-drawdown,is-investabilityConstrained-margin,is-investabilityConstrained-fitness,is-investabilityConstrained-sharpe,is-riskNeutralized-pnl,is-riskNeutralized-bookSize,is-riskNeutralized-longCount,is-riskNeutralized-shortCount,is-riskNeutralized-turnover,is-riskNeutralized-returns,is-riskNeutralized-drawdown,is-riskNeutralized-margin,is-riskNeutralized-fitness,is-riskNeutralized-sharpe,is-checks-0-name,is-checks-0-result,is-checks-0-limit,is-checks-0-value,is-checks-1-name,is-checks-1-result,is-checks-1-limit,is-checks-1-value,is-checks-2-name,is-checks-2-result,is-checks-2-limit,is-checks-2-value,is-checks-3-name,is-checks-3-result,is-checks-3-limit,is-checks-3-value,is-checks-4-name,is-checks-4-result,is-checks-4-date,is-checks-4-limit,is-checks-4-value,is-checks-5-name,is-checks-5-result,is-checks-5-limit,is-checks-5-value,is-checks-6-name,is-checks-6-result,is-checks-7-name,is-checks-7-result,is-checks-8-name,is-checks-8-result,is-checks-9-name,is-checks-9-result,is-checks-10-name,is-checks-10-result,is-checks-10-value,is-checks-10-limit,is-checks-11-name,is-checks-11-result,is-checks-11-competitions-0-id,is-checks-11-competitions-0-name,is-checks-12-result,is-checks-12-name,is-checks-12-effective,is-checks-12-multiplier,is-checks-12-pyramids-0-name,is-checks-12-pyramids-0-multiplier,is-checks-13-result,is-checks-13-name,is-checks-13-themes-0-id,is-checks-13-themes-0-multiplier,is-checks-13-themes-0-name,is-checks-13-themes-1-id,is-checks-13-themes-1-multiplier,is-checks-13-themes-1-name,os,train,test,prod,competitions,themes,pyramids,pyramidThemes,team,osmosisPoints,is-checks-6-message,is-checks-11-value,is-checks-11-limit,is-checks-12-competitions-0-id,is-checks-12-competitions-0-name,is-checks-13-effective,is-checks-13-multiplier,is-checks-13-pyramids-0-name,is-checks-13-pyramids-0-multiplier,is-checks-14-result,is-checks-14-name,is-checks-14-themes-0-id,is-checks-14-themes-0-multiplier,is-checks-14-themes-0-name,is-checks-14-themes-1-id,is-checks-14-themes-1-multiplier,is-checks-14-themes-1-name
zqXR3NXd,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"divide(ts_arg_min(snt_social_value, 30), 30)",,2,2026-01-21T22:46:26-05:00,,2026-01-21T22:46:27-05:00,,False,False,,,ace_tag,llm_test,confidence_0.55,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-1595743,20000000,1612,1511,0.19,-0.016,0.1975,-0.000168,-0.6,-0.17,2014-01-01,-1137729.0,20000000.0,1546.0,1583.0,0.1568,-0.0114,0.1536,-0.000145,-0.11,-0.41,-122163.0,20000000.0,1612.0,1511.0,0.19,-0.0012,0.0465,-1.3e-05,-0.01,-0.07,LOW_SHARPE,FAIL,1.58,-0.6,LOW_FITNESS,FAIL,1.0,-0.17,LOW_TURNOVER,PASS,0.01,0.19,HIGH_TURNOVER,PASS,0.7,0.19,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.26,-0.3,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.68,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1q7VGbR,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_ir(ts_product(multiply(snt_social_value, snt_social_volume), 5), 10)",,3,2026-01-21T22:46:28-05:00,,2026-01-21T22:46:28-05:00,,False,False,,,ace_tag,llm_test,confidence_0.6,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,6128307,20000000,4,4,0.9769,0.0615,0.7371,0.000126,0.18,0.05,2014-01-01,-12907585.0,20000000.0,7.0,108.0,0.0811,-0.1294,1.4646,-0.003194,-0.34,-0.33,9207930.0,20000000.0,4.0,4.0,0.9769,0.0923,0.7169,0.000189,0.09,0.28,LOW_SHARPE,FAIL,1.58,0.18,LOW_FITNESS,FAIL,1.0,0.05,LOW_TURNOVER,PASS,0.01,0.9769,HIGH_TURNOVER,FAIL,0.7,0.9769,CONCENTRATED_WEIGHT,FAIL,2023-04-24,0.1,0.5,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.08,-0.14,UNITS,WARNING,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,,,LOW_2Y_SHARPE,FAIL,,,PENDING,MATCHES_COMPETITION,,,,,PASS,MATCHES_PYRAMID,,,,,,,,,,,,,,,,,"Incompatible unit for input of ""ts_product"" at index 0, expected ""Unit[]"", found ""Unit[CSPrice:2,CSShare:2]""",-0.51,1.58,AIACv2,AI Alphas Competition 2.0,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme
kqeZNPmz,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_corr(snt_social_value, ts_delay(snt_social_value, 1), 10)",,2,2026-01-21T22:46:29-05:00,,2026-01-21T22:46:29-05:00,,False,False,,,ace_tag,llm_test,confidence_0.59,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-1886269,20000000,1911,1208,0.4833,-0.0189,0.2018,-7.8e-05,-0.73,-0.14,2014-01-01,-1634952.0,20000000.0,1724.0,1405.0,0.3114,-0.0164,0.1841,-0.000105,-0.14,-0.59,296411.0,20000000.0,1911.0,1208.0,0.4833,0.003,0.0505,1.2e-05,0.01,0.17,LOW_SHARPE,FAIL,1.58,-0.73,LOW_FITNESS,FAIL,1.0,-0.14,LOW_TURNOVER,PASS,0.01,0.4833,HIGH_TURNOVER,PASS,0.7,0.4833,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,-0.32,-0.04,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-1.36,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
XgX89ol0,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"multiply(quantile(snt_social_value), ts_returns(snt_social_volume, 5))",,3,2026-01-21T22:46:29-05:00,,2026-01-21T22:46:29-05:00,,False,False,,,ace_tag,llm_test,confidence_0.62,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-4644540,20000000,1297,1433,1.4717,-0.0465,0.6393,-6.3e-05,-0.48,-0.09,2014-01-01,-1883590.0,20000000.0,1344.0,1394.0,0.9235,-0.0189,0.2864,-4.1e-05,-0.04,-0.31,-3056959.0,20000000.0,1297.0,1433.0,1.4717,-0.0306,0.543,-4.2e-05,-0.04,-0.31,LOW_SHARPE,FAIL,1.58,-0.48,LOW_FITNESS,FAIL,1.0,-0.09,LOW_TURNOVER,PASS,0.01,1.4717,HIGH_TURNOVER,FAIL,0.7,1.4717,CONCENTRATED_WEIGHT,FAIL,2015-06-12,0.1,0.499912,LOW_SUB_UNIVERSE_SHARPE,PASS,-0.21,-0.18,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.79,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
0mnMYjKk,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"trade_when(ts_zscore(snt_social_value, 10), less(ts_zscore(snt_social_volume, 5), 2.0), 0)",,4,2026-01-21T22:48:30-05:00,,2026-01-21T22:48:31-05:00,,False,False,,,ace_tag,llm_test,confidence_0.63,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,2014-01-01,,,,,,,,,,,,,,,,,,,,,LOW_SHARPE,FAIL,1.58,0.0,LOW_FITNESS,ERROR,1.0,,LOW_TURNOVER,FAIL,0.01,0.0,HIGH_TURNOVER,PASS,0.7,0.0,CONCENTRATED_WEIGHT,FAIL,,,,LOW_SUB_UNIVERSE_SHARPE,ERROR,,,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,IS_LADDER_SHARPE,PENDING,,,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPXg1xAo,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"and(greater(ts_mean(snt_social_value, 10), ts_mean(snt_social_value, 30)), greater(ts_mean(snt_social_volume, 5), ts_mean(snt_social_volume, 20)))",,7,2026-01-21T22:48:33-05:00,,2026-01-21T22:48:33-05:00,,False,False,,,ace_tag,llm_test,confidence_0.6,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,744878,20000000,783,2307,0.2509,0.0075,0.064,5.9e-05,0.31,0.05,2014-01-01,1041647.0,20000000.0,1091.0,2038.0,0.2088,0.0104,0.0658,0.0001,0.09,0.41,-184301.0,20000000.0,783.0,2307.0,0.2509,-0.0018,0.0793,-1.5e-05,-0.01,-0.11,LOW_SHARPE,FAIL,1.58,0.31,LOW_FITNESS,FAIL,1.0,0.05,LOW_TURNOVER,PASS,0.01,0.2509,HIGH_TURNOVER,PASS,0.7,0.2509,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,0.13,0.16,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.41,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
gJ79eWRO,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"divide(ts_zscore(snt_social_value, 10), add(ts_zscore(snt_social_volume, 10), 0.1))",,4,2026-01-21T22:48:31-05:00,,2026-01-21T22:48:31-05:00,,False,False,,,ace_tag,llm_test,confidence_0.61,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-3510143,20000000,1437,1315,1.5956,-0.0352,0.4088,-4.4e-05,-0.43,-0.06,2014-01-01,1775051.0,20000000.0,1424.0,1334.0,0.9663,0.0178,0.0679,3.7e-05,0.06,0.46,-3746661.0,20000000.0,1437.0,1315.0,1.5956,-0.0375,0.429,-4.7e-05,-0.07,-0.47,LOW_SHARPE,FAIL,1.58,-0.43,LOW_FITNESS,FAIL,1.0,-0.06,LOW_TURNOVER,PASS,0.01,1.5956,HIGH_TURNOVER,FAIL,0.7,1.5956,CONCENTRATED_WEIGHT,FAIL,2019-09-16,0.1,0.489915,LOW_SUB_UNIVERSE_SHARPE,PASS,-0.19,-0.17,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.93,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
vRav1Ojb,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"quantile(ts_zscore(ts_mean(snt_social_value, 5), 5))",,3,2026-01-21T22:48:36-05:00,,2026-01-21T22:48:36-05:00,,False,False,,,ace_tag,llm_test,confidence_0.64,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,166739,20000000,1375,1374,0.6297,0.0017,0.0744,5e-06,0.07,0.0,2014-01-01,-796690.0,20000000.0,1382.0,1373.0,0.4913,-0.008,0.1278,-3.2e-05,-0.04,-0.35,635897.0,20000000.0,1375.0,1374.0,0.6297,0.0064,0.044,2e-05,0.04,0.36,LOW_SHARPE,FAIL,1.58,0.07,LOW_FITNESS,FAIL,1.0,0.0,LOW_TURNOVER,PASS,0.01,0.6297,HIGH_TURNOVER,PASS,0.7,0.6297,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.03,-0.44,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,1.07,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
mLeVooa1,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"and(greater(ts_zscore(snt_social_volume, 5), 2.0), less(ts_returns(snt_social_value, 3), 0))",,5,2026-01-21T22:49:02-05:00,,2026-01-21T22:49:02-05:00,,False,False,,,ace_tag,llm_test,confidence_0.58,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,2014-01-01,,,,,,,,,,,,,,,,,,,,,LOW_SHARPE,FAIL,1.58,0.0,LOW_FITNESS,ERROR,1.0,,LOW_TURNOVER,FAIL,0.01,0.0,HIGH_TURNOVER,PASS,0.7,0.0,CONCENTRATED_WEIGHT,FAIL,,,,LOW_SUB_UNIVERSE_SHARPE,ERROR,,,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,IS_LADDER_SHARPE,PENDING,,,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
88geRRPW,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"subtract(ts_mean(snt_social_value, 5), ts_mean(snt_social_value, 60))",,3,2026-01-21T22:49:00-05:00,,2026-01-21T22:49:00-05:00,,False,False,,,ace_tag,llm_test,confidence_0.66,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,786382,20000000,1538,1585,0.2411,0.0079,0.0589,6.5e-05,0.28,0.05,2014-01-01,669318.0,20000000.0,1564.0,1565.0,0.2282,0.0067,0.0446,5.9e-05,0.04,0.23,636828.0,20000000.0,1538.0,1585.0,0.2411,0.0064,0.0614,5.3e-05,0.06,0.35,LOW_SHARPE,FAIL,1.58,0.28,LOW_FITNESS,FAIL,1.0,0.05,LOW_TURNOVER,PASS,0.01,0.2411,HIGH_TURNOVER,PASS,0.7,0.2411,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.12,0.07,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.11,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR01EE3e,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"subtract(ts_quantile(snt_social_value, 10), ts_mean(snt_social_volume, 10))",,3,2026-01-21T22:48:49-05:00,,2026-01-21T22:48:49-05:00,,False,False,,,ace_tag,llm_test,confidence_0.62,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-2138557,20000000,1658,1465,0.1757,-0.0214,0.2872,-0.000244,-0.49,-0.17,2014-01-01,-2599795.0,20000000.0,1570.0,1559.0,0.1609,-0.0261,0.3035,-0.000324,-0.23,-0.57,485613.0,20000000.0,1658.0,1465.0,0.1757,0.0049,0.0828,5.5e-05,0.04,0.23,LOW_SHARPE,FAIL,1.58,-0.49,LOW_FITNESS,FAIL,1.0,-0.17,LOW_TURNOVER,PASS,0.01,0.1757,HIGH_TURNOVER,PASS,0.7,0.1757,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.21,-0.35,UNITS,WARNING,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,,,LOW_2Y_SHARPE,FAIL,,,PENDING,MATCHES_COMPETITION,,,,,PASS,MATCHES_PYRAMID,,,,,,,,,,,,,,,,,"Incompatible unit for input of ""subtract"" at index 1, expected ""Unit[]"", found ""Unit[TSPrice:1,TSShare:1]""",-1.55,1.58,AIACv2,AI Alphas Competition 2.0,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme
mLeVoa92,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"and(greater(ts_returns(snt_social_value, 5), 0), greater(ts_returns(snt_social_volume, 5), 0))",,5,2026-01-21T22:49:11-05:00,,2026-01-21T22:49:11-05:00,,False,False,,,ace_tag,llm_test,confidence_0.64,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,576521,20000000,472,2195,0.6306,0.0058,0.0517,1.8e-05,0.24,0.02,2014-01-01,-343282.0,20000000.0,838.0,1904.0,0.3421,-0.0034,0.2177,-2e-05,-0.01,-0.09,685310.0,20000000.0,472.0,2195.0,0.6306,0.0069,0.0475,2.2e-05,0.04,0.36,LOW_SHARPE,FAIL,1.58,0.24,LOW_FITNESS,FAIL,1.0,0.02,LOW_TURNOVER,PASS,0.01,0.6306,HIGH_TURNOVER,PASS,0.7,0.6306,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,0.1,0.24,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.51,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0jOoKpJ,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"if_else(and(greater(quantile(snt_social_volume), 0.2), less(quantile(snt_social_volume), 0.8)), ts_zscore(ts_returns(snt_social_value, 5), 5), 0)",,8,2026-01-21T22:51:45-05:00,,2026-01-21T22:51:45-05:00,,False,False,,,ace_tag,llm_test,confidence_0.6,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,264858,20000000,2266,818,1.1794,0.0027,0.1087,5e-06,0.09,0.0,2014-01-01,598077.0,20000000.0,1949.0,1176.0,0.7657,0.006,0.0561,1.6e-05,0.02,0.2,686538.0,20000000.0,2266.0,818.0,1.1794,0.0069,0.0802,1.2e-05,0.02,0.26,LOW_SHARPE,FAIL,1.58,0.09,LOW_FITNESS,FAIL,1.0,0.0,LOW_TURNOVER,PASS,0.01,1.1794,HIGH_TURNOVER,FAIL,0.7,1.1794,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.04,-0.04,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.69,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
npw8vQwq,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"reverse(ts_arg_max(snt_social_value, 30))",,2,2026-01-21T22:51:14-05:00,,2026-01-21T22:51:15-05:00,,False,False,,,ace_tag,llm_test,confidence_0.58,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,1829245,20000000,1510,1612,0.1882,0.0183,0.0446,0.000195,0.68,0.21,2014-01-01,1205346.0,20000000.0,1583.0,1547.0,0.1554,0.0121,0.0663,0.000155,0.11,0.39,410045.0,20000000.0,1510.0,1612.0,0.1882,0.0041,0.0389,4.4e-05,0.04,0.25,LOW_SHARPE,FAIL,1.58,0.68,LOW_FITNESS,FAIL,1.0,0.21,LOW_TURNOVER,PASS,0.01,0.1882,HIGH_TURNOVER,PASS,0.7,0.1882,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.29,0.0,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.32,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
0mnMYgZ2,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"divide(ts_av_diff(snt_social_value, 10), add(ts_mean(snt_social_volume, 10), 0.1))",,4,2026-01-21T22:51:08-05:00,,2026-01-21T22:51:08-05:00,,False,False,,,ace_tag,llm_test,confidence_0.61,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,3783590,20000000,1540,1583,1.342,0.0379,0.1707,5.7e-05,0.42,0.07,2014-01-01,1405720.0,20000000.0,1689.0,1440.0,0.7577,0.0141,0.1106,3.7e-05,0.05,0.34,2541612.0,20000000.0,1540.0,1583.0,1.342,0.0255,0.1918,3.8e-05,0.04,0.3,LOW_SHARPE,FAIL,1.58,0.42,LOW_FITNESS,FAIL,1.0,0.07,LOW_TURNOVER,PASS,0.01,1.342,HIGH_TURNOVER,FAIL,0.7,1.342,CONCENTRATED_WEIGHT,FAIL,2018-05-29,0.1,0.467534,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.18,0.12,UNITS,WARNING,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,,,LOW_2Y_SHARPE,FAIL,,,PENDING,MATCHES_COMPETITION,,,,,PASS,MATCHES_PYRAMID,,,,,,,,,,,,,,,,,"Incompatible unit for input of ""add"" at index 1, expected ""Unit[TSPrice:1,TSShare:1]"", found ""Unit[]""",0.43,1.58,AIACv2,AI Alphas Competition 2.0,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme
